,batchno,day,dish,fname,Mean82,FLAG
440,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00147_CH4.tif,31.0,0
441,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00135_CH4.tif,31.0,0
442,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00108_CH4.tif,31.0,0
443,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00118_CH4.tif,31.0,0
444,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00119_CH4.tif,31.0,0
445,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00136_CH4.tif,31.0,0
446,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00148_CH4.tif,31.0,0
447,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00105_CH4.tif,31.0,0
448,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00133_CH4.tif,31.0,0
449,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00090_CH4.tif,31.0,0
450,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00132_CH4.tif,31.0,0
451,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00091_CH4.tif,31.0,0
452,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00104_CH4.tif,31.0,0
453,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00120_CH4.tif,31.0,0
454,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00106_CH4.tif,31.0,0
455,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00107_CH4.tif,31.0,0
456,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00117_CH4.tif,31.0,0
457,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00092_CH4.tif,31.0,0
458,#12,14,/Day14/#12/#12_0.5B,../data/x4///Day14/#12/#12_0.5B/1_XY04_00121_CH4.tif,31.0,0
459,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00138_CH4.tif,28.0,0
460,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00122_CH4.tif,28.0,0
461,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00098_CH4.tif,28.0,0
462,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00099_CH4.tif,28.0,0
463,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00123_CH4.tif,28.0,0
464,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00085_CH4.tif,28.0,0
465,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00126_CH4.tif,28.0,0
466,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00136_CH4.tif,28.0,0
467,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00109_CH4.tif,28.0,0
468,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00100_CH4.tif,28.0,0
469,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00110_CH4.tif,28.0,0
470,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00111_CH4.tif,28.0,0
471,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00084_CH4.tif,28.0,0
472,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00137_CH4.tif,28.0,0
473,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00113_CH4.tif,28.0,0
474,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00125_CH4.tif,28.0,0
475,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00086_CH4.tif,28.0,0
476,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00096_CH4.tif,28.0,0
477,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00124_CH4.tif,28.0,0
478,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00097_CH4.tif,28.0,0
479,#12,14,/Day14/#12/#12_1B,../data/x4///Day14/#12/#12_1B/1_XY05_00112_CH4.tif,28.0,0
480,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00106_CH4.tif,7.9,1
481,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00120_CH4.tif,7.9,1
482,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00121_CH4.tif,7.9,1
483,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00092_CH4.tif,7.9,1
484,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00107_CH4.tif,7.9,1
485,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00117_CH4.tif,7.9,1
486,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00090_CH4.tif,7.9,1
487,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00133_CH4.tif,7.9,1
488,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00105_CH4.tif,7.9,1
489,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00148_CH4.tif,7.9,1
490,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00104_CH4.tif,7.9,1
491,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00091_CH4.tif,7.9,1
492,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00132_CH4.tif,7.9,1
493,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00108_CH4.tif,7.9,1
494,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00118_CH4.tif,7.9,1
495,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00136_CH4.tif,7.9,1
496,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00119_CH4.tif,7.9,1
497,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00134_CH4.tif,7.9,1
498,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00146_CH4.tif,7.9,1
499,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00135_CH4.tif,7.9,1
500,#12,14,/Day14/#12/#12_2B,../data/x4///Day14/#12/#12_2B/1_XY06_00147_CH4.tif,7.9,1
501,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00107_CH4.tif,12.1,0
502,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00117_CH4.tif,12.1,0
503,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00121_CH4.tif,12.1,0
504,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00092_CH4.tif,12.1,0
505,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00120_CH4.tif,12.1,0
506,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00106_CH4.tif,12.1,0
507,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00091_CH4.tif,12.1,0
508,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00132_CH4.tif,12.1,0
509,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00104_CH4.tif,12.1,0
510,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00148_CH4.tif,12.1,0
511,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00105_CH4.tif,12.1,0
512,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00090_CH4.tif,12.1,0
513,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00133_CH4.tif,12.1,0
514,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00119_CH4.tif,12.1,0
515,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00136_CH4.tif,12.1,0
516,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00108_CH4.tif,12.1,0
517,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00118_CH4.tif,12.1,0
518,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00135_CH4.tif,12.1,0
519,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00147_CH4.tif,12.1,0
520,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00134_CH4.tif,12.1,0
521,#13,14,/Day14/#13/#13_0.3-0.5,../data/x4///Day14/#13/#13_0.3-0.5/1_XY01_00146_CH4.tif,12.1,0
522,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00106_CH4.tif,17.0,0
523,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00120_CH4.tif,17.0,0
524,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00121_CH4.tif,17.0,0
525,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00092_CH4.tif,17.0,0
526,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00107_CH4.tif,17.0,0
527,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00117_CH4.tif,17.0,0
528,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00090_CH4.tif,17.0,0
529,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00133_CH4.tif,17.0,0
530,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00148_CH4.tif,17.0,0
531,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00105_CH4.tif,17.0,0
532,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00104_CH4.tif,17.0,0
533,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00091_CH4.tif,17.0,0
534,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00132_CH4.tif,17.0,0
535,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00108_CH4.tif,17.0,0
536,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00118_CH4.tif,17.0,0
537,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00119_CH4.tif,17.0,0
538,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00136_CH4.tif,17.0,0
539,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00134_CH4.tif,17.0,0
540,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00146_CH4.tif,17.0,0
541,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00135_CH4.tif,17.0,0
542,#13,14,/Day14/#13/#13_0.3-1,../data/x4///Day14/#13/#13_0.3-1/1_XY02_00147_CH4.tif,17.0,0
543,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00147_CH4.tif,8.3,1
544,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00135_CH4.tif,8.3,1
545,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00146_CH4.tif,8.3,1
546,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00134_CH4.tif,8.3,1
547,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00136_CH4.tif,8.3,1
548,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00119_CH4.tif,8.3,1
549,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00108_CH4.tif,8.3,1
550,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00118_CH4.tif,8.3,1
551,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00104_CH4.tif,8.3,1
552,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00132_CH4.tif,8.3,1
553,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00091_CH4.tif,8.3,1
554,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00133_CH4.tif,8.3,1
555,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00090_CH4.tif,8.3,1
556,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00105_CH4.tif,8.3,1
557,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00148_CH4.tif,8.3,1
558,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00092_CH4.tif,8.3,1
559,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00121_CH4.tif,8.3,1
560,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00107_CH4.tif,8.3,1
561,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00117_CH4.tif,8.3,1
562,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00106_CH4.tif,8.3,1
563,#13,14,/Day14/#13/#13_0.3-2,../data/x4///Day14/#13/#13_0.3-2/1_XY03_00120_CH4.tif,8.3,1
564,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00146_CH4.tif,4.2,1
565,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00134_CH4.tif,4.2,1
566,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00147_CH4.tif,4.2,1
567,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00135_CH4.tif,4.2,1
568,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00108_CH4.tif,4.2,1
569,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00118_CH4.tif,4.2,1
570,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00119_CH4.tif,4.2,1
571,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00136_CH4.tif,4.2,1
572,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00148_CH4.tif,4.2,1
573,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00105_CH4.tif,4.2,1
574,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00133_CH4.tif,4.2,1
575,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00090_CH4.tif,4.2,1
576,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00132_CH4.tif,4.2,1
577,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00091_CH4.tif,4.2,1
578,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00104_CH4.tif,4.2,1
579,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00120_CH4.tif,4.2,1
580,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00106_CH4.tif,4.2,1
581,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00107_CH4.tif,4.2,1
582,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00117_CH4.tif,4.2,1
583,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00092_CH4.tif,4.2,1
584,#13,14,/Day14/#13/#13_0.5-0.5,../data/x4///Day14/#13/#13_0.5-0.5/1_XY04_00121_CH4.tif,4.2,1
585,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00138_CH4.tif,18.3,0
586,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00122_CH4.tif,18.3,0
587,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00098_CH4.tif,18.3,0
588,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00099_CH4.tif,18.3,0
589,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00123_CH4.tif,18.3,0
590,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00085_CH4.tif,18.3,0
591,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00126_CH4.tif,18.3,0
592,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00136_CH4.tif,18.3,0
593,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00109_CH4.tif,18.3,0
594,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00100_CH4.tif,18.3,0
595,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00110_CH4.tif,18.3,0
596,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00111_CH4.tif,18.3,0
597,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00084_CH4.tif,18.3,0
598,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00137_CH4.tif,18.3,0
599,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00113_CH4.tif,18.3,0
600,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00125_CH4.tif,18.3,0
601,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00086_CH4.tif,18.3,0
602,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00096_CH4.tif,18.3,0
603,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00124_CH4.tif,18.3,0
604,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00097_CH4.tif,18.3,0
605,#13,14,/Day14/#13/#13_0.5-1,../data/x4///Day14/#13/#13_0.5-1/1_XY05_00112_CH4.tif,18.3,0
606,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00106_CH4.tif,18.5,0
607,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00120_CH4.tif,18.5,0
608,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00121_CH4.tif,18.5,0
609,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00092_CH4.tif,18.5,0
610,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00107_CH4.tif,18.5,0
611,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00117_CH4.tif,18.5,0
612,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00090_CH4.tif,18.5,0
613,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00133_CH4.tif,18.5,0
614,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00105_CH4.tif,18.5,0
615,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00148_CH4.tif,18.5,0
616,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00104_CH4.tif,18.5,0
617,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00091_CH4.tif,18.5,0
618,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00132_CH4.tif,18.5,0
619,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00108_CH4.tif,18.5,0
620,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00118_CH4.tif,18.5,0
621,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00136_CH4.tif,18.5,0
622,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00119_CH4.tif,18.5,0
623,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00134_CH4.tif,18.5,0
624,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00146_CH4.tif,18.5,0
625,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00135_CH4.tif,18.5,0
626,#13,14,/Day14/#13/#13_0.5-2,../data/x4///Day14/#13/#13_0.5-2/1_XY06_00147_CH4.tif,18.5,0
